,Rank,Release Date,Movie Title,Production Budget ($),Worldwide Gross ($),Domestic Gross ($)
2865,3360,2/23/2007,Reno 911!: Miami,10000000,21851362,"$20,342,161"
2866,1547,3/7/2007,License to Wed,35000000,70187088,"$43,799,818"
2867,213,3/8/2007,The Bourne Ultimatum,130000000,442161562,"$227,471,070"
2868,2112,3/8/2007,Hot Rod,25000000,14334401,"$13,938,332"
2869,2720,3/8/2007,Becoming Jane,16500000,39380876,"$18,663,911"
2870,3947,3/8/2007,The Ten,5250000,786677,"$769,726"
2871,4059,3/8/2007,"Gandhi, My Father",5000000,1375194,"$240,425"
2872,3896,3/10/2007,Lake of Fire,6000000,26007,"$25,317"
2873,4675,3/13/2007,Sublime,1800000,0,$0
2874,1431,3/16/2007,Nomad,40000000,79123,"$79,123"
2875,2344,3/16/2007,Premonition,20000000,81461343,"$47,852,604"
2876,2992,3/16/2007,I Think I Love My Wife,14000000,13205411,"$12,559,771"
2877,3590,3/16/2007,The Wind That Shakes the Barley,8300000,25670174,"$1,829,142"
2878,831,3/23/2007,Shooter,60000000,95538560,"$47,003,582"
2879,1540,3/23/2007,TMNT,35000000,96096018,"$54,149,098"
2880,2406,3/23/2007,Reign Over Me,20000000,20081987,"$19,661,987"
2881,2860,3/23/2007,The Hills Have Eyes II,15000000,37466538,"$20,804,166"
2882,3587,3/23/2007,Namastey London,8400000,6831069,"$1,207,007"
2883,4772,3/23/2007,Journey from the Fall,1300000,635305,"$635,305"
2884,769,3/30/2007,Blades of Glory,61000000,145594548,"$118,594,548"
2885,9,4/5/2007,Spider-Man 3,258000000,890875303,"$336,530,303"
2886,966,4/5/2007,Lucky You,55000000,6521829,"$5,755,286"
2887,3076,4/5/2007,"Paris, je t'aime",13000000,5175088,"$4,857,374"
2888,3411,4/7/2007,Rescue Dawn,10000000,7037886,"$5,490,423"
2889,3666,4/9/2007,The Death and Life of Bobby Z,8000000,414617,$0
2890,2324,4/13/2007,Disturbia,20000000,118537627,"$80,818,974"
2891,2782,4/13/2007,Slow Burn,15500000,1237615,"$1,237,615"
2892,4997,4/13/2007,Aqua Teen Hunger Force Colon Movie Film for Theaters,750000,5520368,"$5,520,368"
2893,2743,4/20/2007,Hot Fuzz,16000000,81742618,"$23,618,786"
2894,3296,4/20/2007,In the Land of Women,10500000,14140402,"$11,052,958"
2895,3288,4/27/2007,Jindabyne,10800000,2862544,"$399,879"
2896,3700,4/27/2007,Ta Ra Rum Pum,7400000,9443864,"$872,643"
2897,1147,5/1/2007,Happily N'Ever After,47000000,37923818,"$15,849,032"
2898,2291,5/1/2007,Freedom Writers,21000000,43632609,"$36,605,602"
2899,2461,5/1/2007,Code Name: The Cleaner,20000000,8135024,"$8,135,024"
2900,4510,5/1/2007,Thr3e,2400000,1420418,"$1,008,849"
2901,1382,5/4/2007,The Reaping,40000000,62226214,"$25,126,214"
2902,4734,5/9/2007,I Want Someone To Eat Cheese With,1500000,194568,"$194,568"
2903,2280,5/10/2007,Michael Clayton,21500000,92987651,"$49,033,882"
2904,2939,5/10/2007,The Good Night,15000000,22441,"$22,441"
2905,5075,5/10/2007,Finishing the Game,500000,53201,"$52,850"
2906,3708,5/12/2007,Juno,7000000,231450102,"$143,495,265"
2907,5271,5/16/2007,Once,150000,23344056,"$9,445,857"
2908,116,5/17/2007,Shrek the Third,160000000,807330936,"$322,719,944"
2909,3459,5/18/2007,Severance,10000000,5950002,"$137,221"
2910,3655,5/18/2007,The Wendell Baker Story,8000000,127188,"$127,188"
2911,3,5/24/2007,Pirates of the Caribbean: At World’s End,300000000,963420425,"$309,420,425"
2912,4193,5/25/2007,Bug,4000000,8302995,"$7,006,708"
2913,984,6/4/2007,Grindhouse,53000000,50187789,"$25,031,037"
2914,2132,6/4/2007,The Hoax,25000000,7164995,"$7,164,995"
2915,2272,6/4/2007,Zwartboek,22000000,27238354,"$4,398,532"
2916,257,6/15/2007,Fantastic Four: Rise of the Silver Surfer,120000000,288215319,"$131,921,738"
2917,1850,6/15/2007,DOA: Dead or Alive,30000000,7755686,"$480,314"
2918,2390,6/15/2007,Nancy Drew,20000000,30703845,"$25,584,685"
2919,3652,6/15/2007,Fido,8000000,456814,"$298,110"
2920,5165,6/15/2007,Pierrot le fou,300000,70807,"$70,807"
2921,5249,6/15/2007,The Trials of Darryl Hunt,200000,1217,"$1,217"
2922,92,6/22/2007,Evan Almighty,175000000,174131329,"$100,289,690"
2923,2228,6/22/2007,1408,22500000,131263370,"$71,985,628"
2924,2895,6/22/2007,A Mighty Heart,15000000,19153568,"$9,176,787"
2925,3520,6/22/2007,Sicko,9000000,36535837,"$24,538,513"
2926,4204,6/22/2007,You Kill Me,4000000,3858964,"$2,426,851"
2927,287,6/27/2007,Live Free or Die Hard,110000000,382288147,"$134,529,403"
2928,144,6/29/2007,Ratatouille,150000000,626549695,"$206,445,654"
2929,4657,6/29/2007,Chacun sa nuit,1900000,139317,"$18,435"
2930,4629,7/7/2007,Rockaway,2000000,0,$0
2931,1134,7/9/2007,3:10 to Yuma,48000000,71171825,"$53,606,916"
2932,1426,7/9/2007,The Hunting Party,40000000,7729552,"$876,671"
2933,3279,7/9/2007,Romance and Cigarettes,11000000,3231251,"$551,002"
2934,3441,7/9/2007,The Brothers Solomon,10000000,900926,"$900,926"
2935,4586,7/9/2007,In the Shadow of the Moon,2000000,1134358,"$1,134,358"
2936,4736,7/9/2007,Hatchet,1500000,240396,"$175,281"
2937,36,7/12/2007,The Golden Compass,205000000,367262558,"$70,107,728"
2938,1761,7/12/2007,Atonement,30000000,129779728,"$50,980,159"
2939,4465,7/12/2007,Timber Falls,2600000,71248,$0
2940,4985,7/18/2007,Cama adentro,800000,200433,"$200,433"
2941,450,7/20/2007,I Now Pronounce You Chuck and Larry,85000000,185708462,"$119,725,280"
2942,585,7/20/2007,Hairspray,75000000,203035572,"$118,871,849"
2943,1421,7/20/2007,Sunshine,40000000,32030610,"$3,688,560"
2944,4514,7/25/2007,This is England,2380000,8739576,"$327,919"
2945,622,7/27/2007,The Simpsons Movie,72500000,527071022,"$183,135,014"
2946,1903,7/27/2007,No Reservations,28000000,91943956,"$43,107,979"
2947,2279,7/27/2007,Molière,21600000,791154,"$635,733"
2948,3748,7/27/2007,Who's Your Caddy?,7000000,5694308,"$5,694,308"
2949,4584,7/27/2007,No End In Sight,2000000,1433319,"$1,433,319"
2950,350,8/6/2007,Surf's Up,100000000,145395745,"$58,867,694"
2951,451,8/6/2007,Ocean's Thirteen,85000000,311744465,"$117,144,465"
2952,2780,8/6/2007,La Môme,15500000,88611837,"$10,299,782"
2953,3681,8/6/2007,Hostel: Part II,7500000,33606409,"$17,544,812"
2954,3850,8/8/2007,Daddy Day Camp,6000000,18209872,"$13,235,267"
2955,553,8/17/2007,The Invasion,80000000,40147042,"$15,074,191"
2956,702,8/17/2007,The Last Legion,67000000,25357771,"$5,932,060"
2957,2459,8/17/2007,Death at a Funeral,20000000,46790428,"$8,580,428"
2958,2656,8/17/2007,Superbad,17500000,169955142,"$121,463,226"
2959,2069,8/24/2007,Mr. Bean’s Holiday,25000000,234981342,"$33,302,167"
2960,2087,8/24/2007,War,25000000,40686409,"$22,486,409"
2961,3077,8/24/2007,Resurrecting the Champ,13000000,3260555,"$3,172,382"
2962,3302,8/24/2007,September Dawn,10100000,1066555,"$1,066,555"
2963,4497,8/24/2007,Eye of the Dolphin,2500000,72260,"$72,210"
2964,2453,8/31/2007,Death Sentence,20000000,16907831,"$9,534,258"
2965,2809,8/31/2007,Halloween,15000000,77514401,"$58,269,151"
2966,4138,8/31/2007,Fong juk,4500000,51957,"$51,957"
2967,1080,9/2/2007,Hannibal Rising,50000000,80583311,"$27,669,725"
2968,4528,9/2/2007,The Last Sin Eater,2200000,388390,"$388,390"
2969,4554,9/2/2007,Das Leben der Anderen,2000000,81197047,"$11,284,657"
2970,775,9/3/2007,300,60000000,454161935,"$210,614,939"
2971,3200,9/3/2007,Gwoemul,12000000,92618117,"$2,201,923"
2972,3539,9/3/2007,The Ultimate Gift,9000000,3438735,"$3,438,735"
2973,3578,9/3/2007,The Namesake,8500000,20288774,"$13,610,521"
2974,1598,9/11/2007,Lions for Lambs,35000000,63211088,"$14,998,070"
2975,2027,9/11/2007,No Country for Old Men,25000000,164051250,"$74,273,505"
2976,4404,9/11/2007,Holly,3000000,163069,"$163,069"
2977,1101,9/14/2007,Eastern Promises,50000000,56077088,"$17,181,265"
2978,1206,9/14/2007,Across the Universe,45000000,29367143,"$24,343,673"
2979,1685,9/14/2007,D-War,32000000,79915361,"$10,977,721"
2980,2220,9/14/2007,In the Valley of Elah,23000000,24489150,"$6,777,741"
2981,3449,9/14/2007,King of California,10000000,1165102,"$268,461"
2982,4287,9/14/2007,Ira and Abby,3500000,221096,"$221,096"
2983,1192,9/21/2007,Resident Evil: Extinction,45000000,146162920,"$50,648,679"
2984,1843,9/21/2007,The Assassination of Jesse James by the Coward Robert Ford,30000000,15313631,"$3,909,149"
2985,2065,9/21/2007,Good Luck Chuck,25000000,59183821,"$35,017,297"
2986,2411,9/21/2007,Into the Wild,20000000,56822960,"$18,354,356"
2987,2722,9/21/2007,Sydney White,16500000,13636339,"$11,892,415"
2988,625,9/28/2007,The Kingdom,72500000,86509602,"$47,467,250"
2989,2234,9/28/2007,The Game Plan,22000000,146590987,"$90,648,202"
2990,2911,9/28/2007,Se jie,15000000,65261291,"$4,604,982"
2991,3215,9/28/2007,Trade,12000000,1513388,"$214,202"
2992,76,10/8/2007,Rush Hour 3,180000000,256585882,"$140,125,968"
2993,667,10/8/2007,Stardust,70000000,137022245,"$38,634,938"
2994,3822,10/10/2007,Control,6400000,8902141,"$871,577"
2995,1778,10/19/2007,30 Days of Night,30000000,80276156,"$39,568,996"
2996,1935,10/19/2007,Rendition,27500000,26939925,"$9,736,045"
2997,2544,10/19/2007,"Gone, Baby, Gone",19000000,34352162,"$20,300,218"
2998,2765,10/19/2007,Things We Lost in the Fire,16000000,8120148,"$3,287,315"
2999,3440,10/19/2007,The Ten Commandments,10000000,1051907,"$952,820"
3000,4112,10/19/2007,Out of the Blue,4600000,731767,$728
3001,4891,10/19/2007,Wristcutters: A Love Story,1000000,473769,"$446,165"
3002,5032,10/19/2007,Arnolds Park,600000,23616,"$23,616"
3003,5250,10/19/2007,The Man From Earth,200000,0,$0
3004,3311,10/26/2007,Saw IV,10000000,135759694,"$63,300,095"
3005,4312,10/26/2007,Bella,3300000,12405473,"$8,093,373"
3006,2408,11/5/2007,Georgia Rule,20000000,20819601,"$18,882,880"
3007,2846,11/5/2007,28 Weeks Later,15000000,64232714,"$28,638,916"
3008,3650,11/5/2007,Brooklyn Rules,8000000,458232,"$458,232"
3009,4739,11/5/2007,The Salon,1500000,139084,"$139,084"
3010,137,11/7/2007,Harry Potter and the Order of the Phoenix,150000000,942943935,"$292,004,738"
3011,3784,11/12/2007,High School Musical 2,7000000,0,$0
3012,2710,11/14/2007,Southland Tales,17000000,364607,"$275,380"
3013,164,11/16/2007,Beowulf,150000000,194995215,"$82,195,215"
3014,1227,11/16/2007,Love in the Time of Cholera,45000000,31077418,"$4,617,608"
3015,4068,11/16/2007,Redacted,5000000,861325,"$65,388"
3016,448,11/21/2007,Enchanted,85000000,340384141,"$127,706,877"
3017,2072,11/21/2007,August Rush,25000000,66015869,"$31,664,162"
3018,2483,11/21/2007,I'm Not There,20000000,12397613,"$4,017,609"
3019,2660,11/21/2007,Hitman,17500000,99135571,"$39,687,694"
3020,3042,11/21/2007,This Christmas,13000000,49733545,"$49,121,934"
3021,3056,11/21/2007,The Mist,13000000,57189408,"$25,593,755"
3022,3533,11/28/2007,The Savages,9000000,10642023,"$6,623,082"
3023,2998,11/30/2007,Le Scaphandre et le Papillon,14000000,22754472,"$5,990,075"
3024,3566,11/30/2007,Awake,8600000,32968648,"$14,373,825"
3025,3667,11/30/2007,Maurice Richard,8000000,0,$0
3026,552,12/1/2007,Arthur et les Minimoys,80000000,113325743,"$15,132,763"
3027,2965,12/1/2007,Stomp the Yard,14000000,75525718,"$61,356,221"
3028,958,12/10/2007,Elizabeth: The Golden Age,55000000,74870866,"$16,285,240"
3029,1912,12/10/2007,We Own the Night,28000000,55307857,"$28,563,179"
3030,2811,12/10/2007,Why Did I Get Married?,15000000,55934178,"$55,204,525"
3031,3108,12/10/2007,Lars and the Real Girl,12500000,11277119,"$5,956,480"
3032,140,12/14/2007,I am Legend,150000000,585532684,"$256,393,010"
3033,907,12/14/2007,Alvin and the Chipmunks,55000000,362605033,"$217,326,974"
3034,1858,12/14/2007,Goodbye Bafana,30000000,2717302,$0
3035,2422,12/14/2007,The Kite Runner,20000000,74180745,"$15,800,078"
3036,5202,12/14/2007,Shotgun Stories,250000,284174,"$46,026"
3037,594,12/21/2007,Charlie Wilson's War,75000000,119512771,"$66,661,095"
3038,1591,12/21/2007,Walk Hard: The Dewey Cox Story,35000000,20606053,"$18,317,151"
3039,1752,12/21/2007,P.S. I Love You,30000000,155769678,"$53,695,808"
3040,3473,12/21/2007,Blonde Ambition,10000000,1537479,"$6,422"
3041,1168,12/25/2007,The Bucket List,45000000,174810815,"$93,466,502"
3042,1351,12/25/2007,Aliens vs. Predator - Requiem,40000000,128884494,"$41,797,066"
3043,1352,12/25/2007,The Water Horse: Legend of the Deep,40000000,103429755,"$40,412,817"
3044,2515,12/25/2007,Butterfly on a Wheel,20000000,0,$0
3045,2841,12/25/2007,The Great Debaters,15000000,30261293,"$30,226,144"
3046,3702,12/25/2007,Persepolis,7300000,25397460,"$4,443,403"
3047,2054,12/26/2007,There Will Be Blood,25000000,77208711,"$40,222,514"
3048,4192,12/28/2007,El orfanato,4000000,79250193,"$7,159,147"
3049,1927,12/31/2007,Alatriste,28000000,22860477,$0
3050,2516,12/31/2007,Ramanujan,20000000,0,$0
3051,2665,12/31/2007,Taxi 4,17500000,60865364,$0
3052,2723,12/31/2007,Arn - Tempelriddaren,16500000,21404122,$0
3053,4640,12/31/2007,Slacker Uprising,2000000,0,$0
3054,5289,12/31/2007,A Dog's Breakfast,120000,0,$0
3055,5290,12/31/2007,A Dog's Breakfast,120000,0,$0
3056,5374,12/31/2007,Tin Can Man,12000,0,$0
3057,2470,1/2/2008,Strange Wilderness,20000000,6947084,"$6,575,282"
3058,3148,1/2/2008,The Eye,12000000,57577765,"$31,418,697"
3059,3397,1/2/2008,Over Her Dead Body,10000000,21596074,"$7,570,127"
3060,3801,1/2/2008,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,6500000,70712099,"$65,281,781"
3061,4698,1/2/2008,Sukkar banat,1600000,14253760,"$1,060,591"
3062,142,1/7/2008,Hancock,150000000,624234272,"$227,946,274"
3063,91,1/8/2008,The Mummy: Tomb of the Dragon Emperor,175000000,405760225,"$102,491,776"
3064,2297,1/8/2008,Swing Vote,21000000,17589867,"$16,289,867"
3065,2935,1/8/2008,Midnight Meat Train,15000000,1590246,"$73,548"
3066,4869,1/8/2008,Frozen River,1000000,6030129,"$2,511,476"
3067,4476,1/10/2008,Religulous,2500000,13881317,"$13,011,160"
3068,5252,1/17/2008,Yesterday Was a Lie,200000,0,$0
3069,1730,1/18/2008,27 Dresses,30000000,160247805,"$76,808,654"
3070,2022,1/18/2008,Cloverfield,25000000,171302226,"$80,048,433"
3071,2254,1/18/2008,Mad Money,22000000,25044057,"$20,668,843"
3072,4095,1/18/2008,All Hat,4900000,15198,"$15,198"
3073,4594,1/18/2008,Teeth,2000000,2350641,"$347,578"
3074,4896,1/18/2008,Taxi to the Dark Side,1000000,304472,"$274,661"
3075,2878,1/23/2008,U2 3D,15000000,26170402,"$12,898,847"
3076,1140,1/25/2008,Rambo,47500000,112214531,"$42,754,105"
3077,1570,1/25/2008,Untraceable,35000000,52649951,"$28,687,835"
3078,1782,1/25/2008,Meet the Spartans,30000000,84646831,"$38,233,676"
3079,2701,1/25/2008,How She Move,17000000,8607815,"$7,070,641"
3080,4962,1/25/2008,"4 luni, 3 saptamani si 2 zile",900000,11993156,"$1,196,321"
3081,66,2/5/2008,Iron Man,186000000,584604126,"$318,604,126"
3082,1344,2/5/2008,Made of Honor,40000000,106548738,"$46,012,734"
3083,3754,2/5/2008,Redbelt,7000000,2667084,"$2,344,847"
3084,4580,2/5/2008,Son of Rambow: A Home Movie,2000000,11263263,"$1,785,505"
3085,389,2/14/2008,The Spiderwick Chronicles,92500000,162839667,"$71,195,053"
3086,480,2/14/2008,Jumper,82500000,223636949,"$81,168,265"
3087,2658,2/14/2008,Step Up 2 the Streets,17500000,148586910,"$58,017,783"
3088,3717,2/14/2008,"Definitely, Maybe",7000000,55617866,"$32,241,649"
3089,3860,2/15/2008,Dolphins and Whales Tribes of the Ocean 3D,6000000,17252287,"$7,714,996"
3090,4448,2/15/2008,Diary of the Dead,2750000,5394447,"$952,620"
3091,1312,2/22/2008,Vantage Point,40000000,150886329,"$72,266,306"
3092,2447,2/22/2008,Be Kind Rewind,20000000,30894247,"$11,175,164"
3093,3196,2/22/2008,Charlie Bartlett,12000000,5295909,"$3,950,294"
3094,3688,2/22/2008,Witless Protection,7500000,4151836,"$4,151,836"
3095,3824,2/22/2008,Die Fälscher,6250000,20199663,"$5,488,570"
3096,5332,2/22/2008,The Signal,50000,406299,"$251,150"
3097,952,2/29/2008,Semi-Pro,55000000,43980363,"$33,479,698"
3098,1380,2/29/2008,The Other Boleyn Girl,40000000,78269970,"$26,814,957"
3099,3877,3/7/2008,The Wackness,6000000,3330012,"$2,077,046"
3100,1926,3/10/2008,How to Lose Friends & Alienate People,28000000,12031443,"$2,775,593"
3101,2140,3/10/2008,Blindness,25000000,20052958,"$3,073,392"
3102,2319,3/10/2008,Beverly Hills Chihuahua,20000000,154218168,"$94,514,402"
3103,2468,3/10/2008,An American Carol,20000000,7022183,"$7,013,191"
3104,2482,3/10/2008,Flash of Genius,20000000,4504111,"$4,442,377"
3105,3176,3/10/2008,Rachel Getting Married,12000000,17475475,"$12,796,861"
3106,3335,3/10/2008,Nick and Norah's Infinite Playlist,10000000,33886017,"$31,487,293"
3107,445,3/14/2008,Horton Hears a Who,85000000,299477886,"$154,529,439"
3108,1652,3/14/2008,Doomsday,33000000,21621188,"$11,008,770"
3109,2293,3/14/2008,Never Back Down,21000000,39319801,"$24,850,922"
3110,2922,3/14/2008,Funny Games,15000000,8200127,"$1,294,640"
3111,4685,3/19/2008,La misma luna,1700000,23271741,"$12,590,147"
3112,1366,3/21/2008,Drillbit Taylor,40000000,49686263,"$32,862,104"
3113,2349,3/21/2008,Meet the Browns,20000000,41975388,"$41,975,388"
3114,3611,3/21/2008,Shutter,8000000,47782426,"$25,928,550"
3115,4406,3/21/2008,The Grand,3000000,115879,"$115,879"
3116,4972,3/21/2008,The Hammer,850000,442638,"$442,638"
3117,1522,3/28/2008,21,35000000,159846429,"$81,159,365"
3118,1574,3/28/2008,Superhero Movie,35000000,73026302,"$26,638,520"
3119,2123,3/28/2008,Stop-Loss,25000000,11229035,"$10,915,744"
3120,3408,3/28/2008,"Run, Fatboy, Run",10000000,33512260,"$6,003,262"
3121,5198,3/28/2008,Happy Valley,250000,67665,"$67,665"
3122,2384,4/1/2008,One Missed Call,20000000,44513466,"$26,890,041"
3123,890,4/4/2008,Leatherheads,58000000,41348628,"$31,373,938"
3124,1482,4/4/2008,Nim's Island,37000000,101857425,"$48,006,762"
3125,2097,4/4/2008,The Ruins,25000000,22910563,"$17,432,844"
3126,3442,4/4/2008,My Blueberry Nights,10000000,22198996,"$866,778"
3127,4860,4/4/2008,Shine a Light,1000000,16173879,"$5,505,267"
3128,280,4/7/2008,Astérix aux Jeux Olympiques,113500000,132999811,"$999,811"
3129,2562,4/7/2008,Ne le dis à personne,18500000,33954018,"$6,198,883"
3130,4416,4/15/2008,à L'Intérieur,3000000,895932,$0
3131,939,4/18/2008,The Forbidden Kingdom,55000000,129075270,"$52,075,270"
3132,1742,4/18/2008,Forgetting Sarah Marshall,30000000,105173042,"$63,172,463"
3133,1820,4/18/2008,88 Minutes,30000000,32955399,"$16,930,884"
3134,3213,4/18/2008,Life Before Her Eyes,12000000,7203439,"$303,439"
3135,3657,4/18/2008,Pathology,8000000,3270974,"$109,045"
3136,5076,4/18/2008,Kiss the Bride,500000,32033,"$32,033"
3137,1745,4/25/2008,Baby Mama,30000000,64170447,"$60,494,212"
3138,2137,4/25/2008,Deception,25000000,12850033,"$4,598,506"
3139,2224,4/25/2008,Rogue,23000000,4673377,"$10,452"
3140,3141,4/25/2008,Harold & Kumar Escape from Guantanamo Bay,12000000,43353117,"$38,108,728"
3141,4060,4/25/2008,Standard Operating Procedure,5000000,332120,"$228,830"
3142,1218,5/9/2008,Bangkok Dangerous,45000000,46598133,"$15,298,133"
3143,3894,5/9/2008,"Surfer, Dude",6000000,36497,"$36,497"
3144,1612,5/12/2008,Punisher: War Zone,35000000,10157534,"$8,050,977"
3145,1872,5/12/2008,Frost/Nixon,29000000,28452945,"$18,622,031"
3146,3183,5/12/2008,Cadillac Records,12000000,8942516,"$8,195,551"
3147,25,5/16/2008,The Chronicles of Narnia: Prince Caspian,225000000,417341288,"$141,621,490"
3148,68,5/22/2008,Indiana Jones and the Kingdom of the Crystal Skull,185000000,786558145,"$317,023,851"
3149,2496,5/23/2008,The Children of Huang Shi,20000000,8221700,"$1,031,872"
3150,3446,5/23/2008,"War, Inc.",10000000,1299855,"$580,862"
3151,4111,5/28/2008,Savage Grace,4600000,968805,"$434,417"
3152,894,5/30/2008,Sex and the City,57500000,415247258,"$152,647,258"
3153,3515,5/30/2008,The Strangers,9000000,83051676,"$52,597,610"
3154,4067,5/30/2008,Stuck,5000000,67505,"$67,505"
3155,214,6/6/2008,Kung Fu Panda,130000000,631910531,"$215,434,591"
3156,408,6/6/2008,You Don't Mess With the Zohan,90000000,202910991,"$100,018,837"
3157,2627,6/6/2008,Mongol,18000000,27147349,"$5,705,761"
3158,3645,6/6/2008,And When Did You Last See Your Father?,8000000,2476491,"$1,071,240"
3159,1943,6/8/2008,The Sisterhood of the Traveling Pants 2,27000000,44270131,"$44,089,964"
3160,1971,6/8/2008,The Pineapple Express,26000000,102404019,"$87,341,380"
3161,4039,6/8/2008,Bottle Shock,5000000,4815890,"$4,078,607"
3162,196,6/13/2008,The Incredible Hulk,137500000,263417913,"$134,806,913"
3163,810,6/13/2008,The Happening,60000000,162778384,"$64,506,874"
3164,5242,6/13/2008,Baghead,200000,140016,"$140,016"
3165,498,6/20/2008,Get Smart,80000000,226739416,"$130,319,208"
3166,766,6/20/2008,The Love Guru,62000000,40123346,"$32,200,122"
3167,3364,6/20/2008,Kit Kittredge: An American Girl,10000000,17657973,"$17,657,973"
3168,4487,6/20/2008,Brick Lane,2500000,3838486,"$1,094,998"
3169,75,6/27/2008,WALL-E,180000000,532590994,"$223,808,164"
3170,582,6/27/2008,Wanted,75000000,342416460,"$134,508,551"
3171,315,7/3/2008,"10,000 B.C.",105000000,269065678,"$94,784,201"
3172,2379,7/3/2008,The Bank Job,20000000,66143005,"$30,060,660"
3173,2505,7/3/2008,長江七號 (CJ7),20000000,47300771,"$206,678"
3174,3205,7/3/2008,Married Life,12000000,2975188,"$1,506,998"
3175,4731,7/3/2008,Snow Angels,1500000,414404,"$402,858"
3176,4532,7/10/2008,Jack Brooks: Monster Slayer,2150000,0,$0
3177,149,7/11/2008,Madagascar: Escape 2 Africa,150000000,599516844,"$180,010,950"
3178,1408,7/11/2008,Soul Men,40000000,12345883,"$12,082,391"
3179,1889,7/11/2008,Role Models,28000000,94500826,"$67,300,955"
3180,3104,7/11/2008,The Boy in the Striped Pajamas,12500000,44083403,"$9,046,156"
3181,3585,7/11/2008,Repo! The Genetic Opera,8500000,198883,"$140,244"
3182,67,7/18/2008,The Dark Knight,185000000,1002572859,"$533,345,358"
3183,988,7/18/2008,Mamma Mia!,52000000,615748877,"$144,130,063"
3184,1486,7/18/2008,Space Chimps,37000000,67029956,"$30,105,968"
3185,2919,7/18/2008,Transsiberian,15000000,6379575,"$2,203,641"
3186,5348,7/18/2008,The Legend of God's Gun,30000,243768,"$243,768"
3187,719,7/25/2008,Step Brothers,65000000,128468793,"$100,468,793"
3188,1585,7/25/2008,The X-Files: I Want to Believe,35000000,68170792,"$20,982,478"
3189,2771,7/25/2008,Bienvenue chez les Ch'tis,16000000,247474497,"$1,477,650"
3190,4650,7/25/2008,Man on Wire,1900000,5617067,"$2,962,242"
3191,3477,8/1/2008,White Noise 2: The Light,10000000,8243567,$0
3192,623,8/2/2008,Fool's Gold,72500000,109362966,"$70,231,041"
3193,1931,8/2/2008,Welcome Home Roscoe Jenkins,27500000,43607627,"$42,436,517"
3194,2902,8/2/2008,In Bruges,15000000,34533783,"$7,800,825"
3195,2650,8/4/2008,Day of the Dead,18000000,0,$0
3196,2628,8/10/2008,RocknRolla,18000000,27794339,"$5,700,626"
3197,405,8/13/2008,Tropic Thunder,90000000,191091250,"$110,461,307"
3198,5380,8/14/2008,The Rise and Fall of Miss Thang,10000,401,$401
3199,1567,8/15/2008,Mirrors,35000000,77220596,"$30,691,439"
3200,2109,8/15/2008,Fly Me To the Moon,25000000,43530281,"$14,543,943"
3201,2744,8/15/2008,Vicky Cristina Barcelona,16000000,104504817,"$23,216,709"
3202,3569,8/15/2008,Star Wars: The Clone Wars,8500000,68695443,"$35,161,554"
3203,2905,8/20/2008,The Rocker,15000000,8767338,"$6,409,528"
3204,741,8/22/2008,Death Race,65000000,72516819,"$36,316,032"
3205,2043,8/22/2008,The House Bunny,25000000,71390601,"$48,237,389"
3206,2217,8/22/2008,The Longshots,23000000,11778396,"$11,511,323"
3207,3536,8/22/2008,Hamlet 2,9000000,4934104,"$4,886,216"
3208,1472,8/26/2008,Virgin Territory,38000000,5473041,$0
3209,4241,8/26/2008,Purple Violets,4000000,0,$0
3210,2251,8/27/2008,Traitor,22000000,27882226,"$23,530,831"
3211,1208,8/29/2008,Babylon A.D.,45000000,70216497,"$22,532,572"
3212,2430,8/29/2008,Disaster Movie,20000000,36720752,"$14,190,901"
3213,3866,8/29/2008,College,6000000,6176114,"$4,694,491"
3214,4092,8/29/2008,Obsluhoval jsem anglického krále,4900000,7174984,"$617,228"
3215,268,9/5/2008,Speed Racer,120000000,93394462,"$43,945,766"
3216,1523,9/5/2008,What Happens in Vegas...,35000000,218535708,"$80,277,646"
3217,5116,9/5/2008,Poultrygeist: Night of the Chicken Dead,450000,22623,"$13,804"
3218,1952,9/19/2008,The Duchess,27000000,45160110,"$13,848,978"
3219,2256,9/19/2008,Igor,22000000,31013349,"$19,528,602"
3220,2352,9/19/2008,Lakeview Terrace,20000000,44821299,"$39,263,506"
3221,2403,9/19/2008,Appaloosa,20000000,27911453,"$20,211,394"
3222,2407,9/19/2008,My Best Friend's Girl,20000000,34787111,"$19,219,250"
3223,2438,9/19/2008,Ghost Town,20000000,29843245,"$13,252,641"
3224,3799,9/19/2008,Tropa de Elite,6537890,14319195,"$8,744"
3225,508,9/26/2008,Eagle Eye,80000000,178066569,"$101,440,743"
3226,1224,9/26/2008,Miracle at St. Anna,45000000,9676497,"$7,916,887"
3227,3012,9/26/2008,The Lucky Ones,14000000,266967,"$266,967"
3228,4306,9/26/2008,Choke,3400000,4124277,"$2,926,565"
3229,5048,9/26/2008,Fireproof,500000,33473297,"$33,456,317"
3230,699,10/10/2008,Body of Lies,67500000,118556530,"$39,394,666"
3231,1469,10/10/2008,City of Ember,38000000,17830244,"$7,871,693"
3232,1475,10/10/2008,The Express,37500000,9813309,"$9,793,406"
3233,3146,10/10/2008,Quarantine,12000000,41924774,"$31,691,811"
3234,5239,10/10/2008,Call+Response,200000,212989,"$212,989"
3235,5245,10/10/2008,Good Dick,200000,52443,"$28,835"
