,Rank,Release Date,Movie Title,Production Budget ($),Worldwide Gross ($),Domestic Gross ($)
1231,4409,4/8/1999,The Gambler,3000000,101773,"$51,773"
1232,595,4/16/1999,Life,75000000,73521587,"$64,062,587"
1233,1653,4/23/1999,Pushing Tin,33000000,8408835,"$8,408,835"
1234,2303,4/23/1999,eXistenZ,20700000,2840417,"$2,840,417"
1235,2997,4/23/1999,Lost and Found,14000000,6552255,"$6,552,255"
1236,3577,4/23/1999,Election,8500000,17202854,"$14,943,582"
1237,703,4/30/1999,Entrapment,66000000,211700000,"$87,707,396"
1238,2913,4/30/1999,Idle Hands,15000000,4023741,"$4,023,741"
1239,4585,4/30/1999,Get Real,2000000,1152411,"$1,152,411"
1240,1025,5/2/1999,Payback,50000000,161626121,"$81,526,121"
1241,3870,5/2/1999,Simply Irresistible,6000000,4398989,"$4,398,989"
1242,1719,5/3/1999,Analyze This,30000000,176885658,"$106,885,658"
1243,3253,5/3/1999,Cruel Intentions,11000000,75803716,"$38,230,075"
1244,4766,5/3/1999,"Lock, Stock and Two Smoking Barrels",1350000,28356188,"$3,897,569"
1245,697,5/11/1999,The Insider,68000000,60265197,"$28,965,197"
1246,1130,5/11/1999,The Bone Collector,48000000,151463090,"$66,488,090"
1247,2295,5/11/1999,The Bachelor,21000000,36882378,"$21,731,001"
1248,2988,5/14/1999,Tea with Mussolini,14000000,14395874,"$14,395,874"
1249,272,5/19/1999,Star Wars Ep. I: The Phantom Menace,115000000,1027044677,"$474,544,677"
1250,2900,5/21/1999,The Love Letter,15000000,8322608,"$8,322,608"
1251,5143,5/21/1999,Trekkies,375000,617172,"$617,172"
1252,1248,5/28/1999,Notting Hill,42000000,363728226,"$116,089,678"
1253,2757,5/28/1999,The Thirteenth Floor,16000000,11810854,"$11,810,854"
1254,4212,5/28/1999,The Loss of Sexual Innocence,4000000,399793,"$399,793"
1255,696,6/8/1999,Mystery Men,68000000,33462011,"$29,762,011"
1256,1129,6/8/1999,The Thomas Crown Affair,48000000,124304264,"$69,304,264"
1257,1276,6/8/1999,The Sixth Sense,40000000,672806292,"$293,506,292"
1258,3443,6/8/1999,Illuminata,10000000,836641,"$836,641"
1259,175,6/16/1999,Tarzan,145000000,448191819,"$171,091,819"
1260,787,6/18/1999,The General's Daughter,60000000,149705852,"$102,705,852"
1261,3291,6/18/1999,An Ideal Husband,10700000,31341183,"$18,542,974"
1262,4680,6/18/1999,Lola rennt,1750000,22879194,"$7,267,324"
1263,1707,6/25/1999,Big Daddy,30000000,228641283,"$163,479,795"
1264,90,6/30/1999,Wild Wild West,175000000,221229335,"$113,805,681"
1265,2285,6/30/1999,"South Park: Bigger, Longer & Uncut",21000000,52037603,"$52,037,603"
1266,492,7/5/1999,The Mummy,80000000,416385488,"$155,385,488"
1267,2185,7/14/1999,Muppets From Space,24000000,16304786,"$16,304,786"
1268,5026,7/14/1999,The Blair Witch Project,600000,248300000,"$140,539,099"
1269,731,7/16/1999,Eyes Wide Shut,65000000,104267443,"$55,691,208"
1270,1947,7/16/1999,Lake Placid,27000000,31770413,"$31,770,413"
1271,3841,7/16/1999,The Wood,6000000,25059640,"$25,059,640"
1272,4227,7/16/1999,The Velocity of Gary,4000000,34145,"$34,145"
1273,514,7/23/1999,The Haunting,80000000,180188905,"$91,188,905"
1274,588,7/23/1999,Inspector Gadget,75000000,97387965,"$97,387,965"
1275,3386,7/23/1999,Drop Dead Gorgeous,10000000,10571408,"$10,571,408"
1276,807,7/28/1999,Deep Blue Sea,60000000,165048228,"$73,648,228"
1277,639,7/30/1999,Runaway Bride,70000000,310138178,"$152,257,509"
1278,5062,7/30/1999,Twin Falls Idaho,500000,1027228,"$985,341"
1279,5204,8/1/1999,Sticky Fingers of Time,250000,20628,"$18,195"
1280,756,8/10/1999,Random Hearts,64000000,63200000,"$31,054,924"
1281,2975,8/10/1999,Superstar,14000000,30628981,"$30,628,981"
1282,3420,8/10/1999,The Limey,10000000,6030047,"$3,193,102"
1283,4553,8/10/1999,Boys Don't Cry,2000000,20741000,"$11,540,607"
1284,5014,8/10/1999,Naturally Native,700000,10508,"$10,508"
1285,1688,8/12/1999,Cradle Will Rock,32000000,2899970,"$2,899,970"
1286,931,8/13/1999,Bowfinger,55000000,98699769,"$66,458,769"
1287,2127,8/13/1999,Brokedown Palace,25000000,11115766,"$10,115,014"
1288,2764,8/13/1999,Detroit Rock City,16000000,5825314,"$4,217,115"
1289,1363,8/20/1999,Mickey Blue Eyes,40000000,53864342,"$33,864,342"
1290,1410,8/20/1999,Universal Soldier II: The Return,40000000,10717421,"$10,447,421"
1291,3735,8/25/1999,In Too Deep,7000000,15471229,"$14,026,509"
1292,252,8/27/1999,The 13th Warrior,125000000,61698899,"$32,698,899"
1293,1639,8/27/1999,The Astronaut's Wife,34000000,10672566,"$10,672,566"
1294,2268,8/27/1999,Dudley Do-Right,22000000,9818792,"$9,818,792"
1295,2884,8/27/1999,The Muse,15000000,11614954,"$11,614,954"
1296,3755,8/27/1999,A Dog of Flanders,7000000,2165637,"$2,165,637"
1297,3912,8/27/1999,Stiff Upper Lips,5700000,69582,"$69,582"
1298,3807,9/4/1999,Go!,6500000,28383441,"$16,875,273"
1299,4694,9/4/1999,Foolish,1600000,6026908,"$6,026,908"
1300,2281,9/7/1999,Arlington Road,21500000,24419219,"$24,419,219"
1301,3123,9/7/1999,American Pie,12000000,234723148,"$101,800,948"
1302,2793,9/15/1999,American Beauty,15000000,356258047,"$130,058,047"
1303,1071,9/17/1999,For Love of the Game,50000000,46112640,"$35,188,640"
1304,1492,9/17/1999,Blue Streak,36000000,117448157,"$68,208,190"
1305,3218,9/17/1999,Breakfast of Champions,12000000,178287,"$178,287"
1306,4293,9/17/1999,Taxman,3500000,9871,"$9,871"
1307,5197,9/17/1999,Sugar Town,250000,178095,"$178,095"
1308,1286,9/24/1999,Double Jeopardy,40000000,177835231,"$116,735,231"
1309,1879,9/24/1999,Mumford,28700000,4559569,"$4,559,569"
1310,2645,9/24/1999,One Man's Hero,18000000,229311,"$229,311"
1311,2910,9/24/1999,Jakob the Liar,15000000,4956401,"$4,956,401"
1312,1511,10/6/1999,Austin Powers: The Spy Who Shagged Me,35000000,310332636,"$206,040,085"
1313,1670,10/9/1999,Stigmata,32000000,89441732,"$50,041,732"
1314,3163,10/9/1999,A Stir of Echoes,12000000,21133087,"$21,133,087"
1315,4202,10/9/1999,Love Stinks,4000000,2793776,"$2,793,776"
1316,1725,10/11/1999,Pokemon: The First Movie,30000000,163644662,"$85,744,662"
1317,3073,10/11/1999,Light It Up,13000000,5871603,"$5,871,603"
1318,778,10/12/1999,The Green Mile,60000000,290701374,"$136,801,374"
1319,2572,10/12/1999,Deuce Bigalow: Male Gigolo,18000000,92935067,"$65,535,067"
1320,3233,10/12/1999,Diamonds,11900000,81897,"$81,897"
1321,740,10/15/1999,Fight Club,65000000,100851897,"$37,030,102"
1322,1082,10/15/1999,The Story of Us,50000000,27100030,"$27,100,030"
1323,3406,10/15/1999,The Straight Story,10000000,6197866,"$6,197,866"
1324,3706,10/15/1999,The Omega Code,7200000,12678312,"$12,610,552"
1325,1683,10/22/1999,Bringing Out The Dead,32000000,16640210,"$16,640,210"
1326,2302,10/22/1999,Molly,21000000,17396,"$17,396"
1327,2450,10/22/1999,Three to Tango,20000000,10570375,"$10,570,375"
1328,2920,10/22/1999,Crazy in Alabama,15000000,1954202,"$1,954,202"
1329,3518,10/22/1999,The Best Man,9000000,34572780,"$34,102,780"
1330,3810,10/22/1999,Bats,6500000,10155691,"$10,155,691"
1331,5056,10/22/1999,Beyond the Mat,500000,2047570,"$2,047,570"
1332,2487,10/29/1999,Mononoke-hime,20000000,150350000,"$2,374,107"
1333,2538,10/29/1999,House on Haunted Hill,19000000,65090541,"$40,846,082"
1334,3058,10/29/1999,Being John Malkovich,13000000,32382381,"$22,858,926"
1335,4320,10/29/1999,Dreaming of Joseph Lees,3250000,7680,"$7,680"
1336,3388,11/6/1999,Le Violon rouge,10000000,10019109,"$10,019,109"
1337,202,11/19/1999,The World is Not Enough,135000000,361730660,"$126,930,660"
1338,396,11/19/1999,Toy Story 2,90000000,511358276,"$245,852,179"
1339,646,11/19/1999,Sleepy Hollow,70000000,207068340,"$101,068,340"
1340,348,11/24/1999,End of Days,100000000,212026975,"$66,889,043"
1341,1626,11/24/1999,Ride With the Devil,35000000,630779,"$630,779"
1342,1960,11/24/1999,Flawless,27000000,4485485,"$4,485,485"
1343,5156,11/24/1999,Tumbleweeds,312000,1788168,"$1,350,248"
1344,844,12/2/1999,My Favorite Martian,60000000,36850101,"$36,850,101"
1345,1575,12/2/1999,Blast from the Past,35000000,26613620,"$26,613,620"
1346,1756,12/2/1999,Message in a Bottle,30000000,52880016,"$52,880,016"
1347,4124,12/2/1999,Tango,4500000,5428387,"$1,687,311"
1348,1405,12/3/1999,The Deep End of the Ocean,40000000,13508635,"$13,508,635"
1349,1831,12/3/1999,Wing Commander,30000000,11578022,"$11,578,022"
1350,2296,12/3/1999,The Rage: Carrie 2,21000000,17760244,"$17,760,244"
1351,3051,12/3/1999,Baby Geniuses,13000000,27151490,"$27,151,490"
1352,3375,12/3/1999,The Corruptor,10000000,15164492,"$15,164,492"
1353,4360,12/5/1999,Trippin',3000000,9017070,"$9,017,070"
1354,1103,12/11/1999,The Messenger: The Story of Joan of Arc,50000000,14271297,"$14,271,297"
1355,2210,12/11/1999,Anywhere But Here,23000000,18653615,"$18,653,615"
1356,2924,12/11/1999,Felicia's Journey,15000000,1970268,"$824,295"
1357,3337,12/11/1999,Dogma,10000000,43948865,"$30,651,422"
1358,313,12/17/1999,Stuart Little,105000000,298815224,"$140,015,224"
1359,425,12/17/1999,Bicentennial Man,90000000,87420776,"$58,220,776"
1360,604,12/17/1999,Anna and the King,75000000,39251128,"$39,251,128"
1361,1487,12/17/1999,Magnolia,37000000,48446802,"$22,450,975"
1362,2472,12/17/1999,Topsy Turvy,20000000,6201757,"$6,201,757"
1363,2180,12/21/1999,"Girl, Interrupted",24000000,28871190,"$28,871,190"
1364,803,12/22/1999,Any Given Sunday,60000000,100230832,"$75,530,832"
1365,994,12/22/1999,Man on the Moon,52000000,47407635,"$34,580,635"
1366,1175,12/24/1999,Galaxy Quest,45000000,90523726,"$71,423,726"
1367,1306,12/24/1999,The Talented Mr. Ripley,40000000,128792135,"$81,292,135"
1368,1500,12/24/1999,Snow Falling on Cedars,36000000,14378353,"$14,378,353"
1369,2114,12/24/1999,Angela's Ashes,25000000,13038660,"$13,038,660"
1370,2189,12/24/1999,Play it to the Bone,24000000,8427204,"$8,427,204"
1371,5354,12/24/1999,Pink Narcissus,27000,8231,"$8,231"
1372,1455,12/29/1999,The Hurricane,38000000,73956241,"$50,699,241"
1373,528,1/1/2000,Fantasia 2000 (IMAX),80000000,60507228,"$60,507,228"
1374,4186,1/3/2000,3 Strikes,4000000,9821335,"$9,821,335"
1375,2879,1/9/2000,Highlander: Endgame,15000000,12801190,"$12,801,190"
1376,4375,1/9/2000,Whipped,3000000,4142507,"$4,142,507"
1377,4880,1/12/2000,Panic,1000000,1425707,"$779,137"
1378,868,1/14/2000,Supernova,60000000,14816494,"$14,218,868"
1379,5358,1/14/2000,The Terrorist,25000,195043,"$195,043"
1380,3522,1/21/2000,Down to You,9000000,20035310,"$20,035,310"
1381,3777,1/21/2000,The Boondock Saints,7000000,411874,"$30,471"
1382,1503,1/28/2000,Isn't She Great,36000000,2954405,"$2,954,405"
1383,2869,1/28/2000,Eye of the Beholder,15000000,18260865,"$16,500,786"
1384,4219,1/28/2000,The Big Tease,4000000,185577,"$185,577"
1385,1644,2/6/2000,Big Momma's House,33000000,173559438,"$117,559,438"
1386,1361,2/18/2000,Hanging Up,40000000,51867723,"$36,037,909"
1387,2169,2/18/2000,The Whole Nine Yards,24000000,85527867,"$57,262,492"
1388,2204,2/18/2000,Pitch Black,23000000,53182088,"$39,235,088"
1389,3525,2/18/2000,Boiler Room,9000000,28773637,"$16,963,963"
1390,1589,2/23/2000,Wonder Boys,35000000,33422485,"$19,389,454"
1391,1499,2/25/2000,Reindeer Games,36000000,23360779,"$23,360,779"
1392,1114,3/3/2000,What Planet Are You From?,50000000,6291602,"$6,291,602"
1393,2106,3/3/2000,The Next Best Thing,25000000,24355762,"$14,983,572"
1394,2750,3/3/2000,Drowning Mona,16000000,15980376,"$15,427,192"
1395,4574,3/3/2000,Ghost Dog: The Way of the Samurai,2000000,10672492,"$3,330,230"
1396,403,3/11/2000,Charlie's Angels,90000000,259736090,"$125,305,545"
1397,854,3/11/2000,The Legend of Bagger Vance,60000000,39235486,"$30,695,227"
1398,1015,3/17/2000,Erin Brockovich,50000000,257805243,"$125,548,685"
1399,2201,3/17/2000,Final Destination,23000000,112036870,"$53,302,314"
1400,2035,3/22/2000,Romeo Must Die,25000000,91036760,"$55,973,336"
1401,2888,3/24/2000,Here on Earth,15000000,10845127,"$10,494,147"
1402,2897,3/24/2000,Whatever it Takes,15000000,8735529,"$8,735,529"
1403,378,3/31/2000,The Road to El Dorado,95000000,65700000,"$50,802,661"
1404,2382,3/31/2000,High Fidelity,20000000,47881663,"$27,277,055"
1405,2830,3/31/2000,The Skulls,15000000,35007180,"$35,007,180"
1406,1299,4/2/2000,Scream 3,40000000,161838076,"$89,138,076"
1407,3432,4/2/2000,Gun Shy,10000000,1638202,"$1,638,202"
1408,417,4/8/2000,Hollow Man,90000000,191200000,"$73,209,340"
1409,722,4/8/2000,Space Cowboys,65000000,128874043,"$90,454,043"
1410,1183,4/8/2000,Coyote Ugly,45000000,113916474,"$60,786,269"
1411,4180,4/8/2000,Saving Grace,4000000,27786849,"$12,178,602"
1412,4218,4/8/2000,Psycho Beach Party,4000000,267972,"$267,972"
1413,1241,4/14/2000,28 Days,43000000,62063972,"$37,035,515"
1414,1869,4/14/2000,Keeping the Faith,29000000,45336404,"$37,036,404"
1415,3624,4/14/2000,American Psycho,8000000,28674417,"$15,070,285"
1416,4374,4/14/2000,East is East,3000000,30438635,"$4,170,647"
1417,4285,4/19/2000,La otra conquista,3500000,886410,"$886,410"
1418,763,4/21/2000,U-571,62000000,127630030,"$77,086,030"
1419,2848,4/21/2000,Love and Basketball,15000000,27709625,"$27,441,122"
1420,3000,4/21/2000,Gossip,14000000,12591270,"$5,108,820"
1421,3865,4/21/2000,The Virgin Suicides,6000000,10619770,"$4,859,475"
1422,889,4/28/2000,The Flintstones in Viva Rock Vegas,58000000,59431365,"$35,231,365"
1423,1700,4/28/2000,Frequency,31000000,68079671,"$44,983,704"
1424,2834,4/28/2000,Where the Heart Is,15000000,40862054,"$33,771,174"
1425,3412,5/4/2000,Black and White,10000000,5241315,"$5,241,315"
1426,319,5/5/2000,Gladiator,103000000,457683805,"$187,683,805"
1427,1640,5/5/2000,I Dreamed of Africa,34000000,14291999,"$6,543,194"
1428,3728,5/5/2000,Michael Jordan to the MAX,7000000,18642318,"$18,642,318"
1429,4314,5/5/2000,Human Traffic,3300000,5422740,"$104,257"
1430,4773,5/5/2000,The Basket,1300000,609042,"$609,042"
1431,4892,5/5/2000,Luminarias,1000000,428535,"$428,535"
1432,228,5/19/2000,Dinosaur,127500000,356148063,"$137,748,063"
1433,2606,5/19/2000,Small Time Crooks,18000000,29934477,"$17,266,359"
1434,2727,5/19/2000,Road Trip,16000000,119739110,"$68,525,609"
1435,254,5/24/2000,Mission: Impossible 2,120000000,549588516,"$215,409,889"
1436,935,5/26/2000,Shanghai Noon,55000000,71189835,"$56,932,305"
1437,4599,5/26/2000,Hum to Mohabbt Karega,2000000,121807,"$121,807"
1438,909,6/10/2000,Meet the Parents,55000000,304599899,"$166,225,040"
1439,1397,6/10/2000,Get Carter,40000000,19417182,"$14,967,182"
1440,3426,6/10/2000,Bamboozled,10000000,2373937,"$2,185,266"
1441,4022,6/10/2000,Digimon: The Movie,5000000,16628751,"$9,628,751"
1442,4121,6/10/2000,Requiem for a Dream,4500000,7389233,"$3,635,482"
1443,554,6/16/2000,Fantasia 2000 (Theatrical Release),80000000,9103630,"$9,103,630"
1444,610,6/16/2000,Titan A.E.,75000000,36751979,"$22,751,979"
1445,976,6/16/2000,Shaft,53012938,107190108,"$70,327,868"
1446,2745,6/16/2000,Boys and Girls,16000000,21799652,"$21,799,652"
1447,4485,6/16/2000,Jesus' Son,2500000,1687548,"$1,282,084"
1448,1249,6/21/2000,Chicken Run,42000000,227793915,"$106,793,915"
1449,997,6/23/2000,"Me, Myself & Irene",51000000,149270999,"$90,570,999"
1450,5273,6/23/2000,Woman Chaser,150000,110719,"$110,719"
1451,291,6/28/2000,The Patriot,110000000,215300000,"$113,330,342"
1452,255,6/30/2000,The Perfect Storm,120000000,328711434,"$182,618,434"
1453,571,6/30/2000,The Adventures of Rocky & Bullwinkle,76000000,35129610,"$26,000,610"
1454,812,7/4/2000,Rules of Engagement,60000000,71719931,"$61,322,858"
1455,2176,7/4/2000,Return to Me,24000000,32662299,"$32,662,299"
1456,2187,7/4/2000,Ready to Rumble,24000000,12372410,"$12,372,410"
1457,728,7/7/2000,The Kid,65000000,69688384,"$69,688,384"
1458,2529,7/7/2000,Scary Movie,19000000,277200000,"$157,019,771"
1459,4803,7/7/2000,But I'm a Cheerleader,1200000,2509344,"$2,205,627"
1460,581,7/14/2000,X-Men,75000000,296339717,"$157,299,717"
1461,5191,7/14/2000,Chuck&Buck,250000,1157672,"$1,055,671"
1462,2908,7/19/2000,The In Crowd,15000000,5217498,"$5,217,498"
1463,400,7/21/2000,What Lies Beneath,90000000,288693989,"$155,464,351"
1464,1767,7/21/2000,Pokemon 2000,30000000,133946923,"$43,746,923"
1465,2426,7/21/2000,Loser,20000000,18250106,"$15,464,026"
1466,2545,7/26/2000,Thomas and the Magic Railroad,19000000,15911332,"$15,911,332"
1467,476,7/28/2000,Nutty Professor II: The Klumps,84000000,166307945,"$123,307,945"
1468,1650,8/9/2000,The Watcher,33000000,47267829,"$28,946,615"
1469,2181,8/9/2000,Nurse Betty,24000000,27732366,"$25,170,054"
1470,3535,8/9/2000,The Way of the Gun,9000000,13061935,"$6,047,856"
1471,4499,8/9/2000,Anatomie,2500000,9598,"$9,598"
1472,4882,8/9/2000,Fiza,1000000,1179462,"$623,791"
1473,593,8/12/2000,Vertical Limit,75000000,213500000,"$68,473,360"
1474,743,8/12/2000,Proof of Life,65000000,62761005,"$32,598,931"
1475,1597,8/12/2000,Dungeons and Dragons,35000000,33771965,"$15,185,241"
1476,2794,8/12/2000,"Crouching Tiger, Hidden Dragon",15000000,213514672,"$128,067,808"
1477,3339,8/12/2000,Snatch,10000000,83593107,"$30,093,107"
1478,1533,8/18/2000,The Cell,35000000,85911226,"$61,280,963"
1479,4336,8/18/2000,The Original Kings of Comedy,3000000,38236338,"$38,168,022"
1480,4852,8/18/2000,Godzilla 2000,1000000,10037390,"$10,037,390"
1481,1372,8/25/2000,The Art of War,40000000,30199105,"$30,199,105"
1482,2214,8/25/2000,The Crew,23000000,13019253,"$13,019,253"
1483,3309,8/25/2000,Bring it On,10000000,90453550,"$68,353,550"
1484,5342,8/25/2000,Smiling Fish and Goat on Fire,40000,277233,"$277,233"
1485,318,9/6/2000,Gone in 60 Seconds,103300000,232643008,"$101,643,008"
1486,5060,9/6/2000,Groove,500000,1167524,"$1,115,313"
1487,850,9/15/2000,Almost Famous,60000000,47371191,"$32,522,352"
1488,1596,9/15/2000,Bait,35000000,15471969,"$15,325,127"
1489,2763,9/15/2000,Duets,16000000,6615452,"$4,734,235"
1490,5226,9/15/2000,Urbania,225000,1032075,"$1,032,075"
1491,2857,9/22/2000,Urban Legends: Final Cut,15000000,38574362,"$21,468,807"
1492,3110,9/22/2000,Dancer in the Dark,12500000,45557491,"$4,157,491"
1493,3635,9/22/2000,Woman on Top,8000000,10192613,"$5,018,450"
1494,4913,9/22/2000,The Specials,1000000,12996,"$12,996"
1495,3846,9/27/2000,Best in Show,6000000,20695413,"$18,621,249"
1496,1713,9/29/2000,Remember the Titans,30000000,136706683,"$115,654,751"
1497,3540,9/29/2000,Beautiful,9000000,3134509,"$3,134,509"
1498,4872,9/29/2000,The Broken Hearts Club: A Romantic Comedy,1000000,2022442,"$1,744,858"
1499,424,10/3/2000,Mission to Mars,90000000,106000000,"$60,874,615"
1500,1464,10/3/2000,The Ninth Gate,38000000,58394308,"$18,653,746"
1501,4986,10/3/2000,Deterrence,800000,371647,"$144,583"
1502,5158,10/3/2000,God's Army,300000,2652515,"$2,637,726"
1503,533,10/11/2000,Little Nicky,80000000,58270391,"$39,442,871"
1504,551,10/11/2000,Red Planet,80000000,33463969,"$17,480,890"
1505,1671,10/11/2000,Men of Honor,32000000,82339483,"$48,814,909"
1506,4796,10/11/2000,You Can Count on Me,1200000,10827356,"$9,180,275"
1507,1917,10/13/2000,Lost Souls,28000000,31320293,"$16,779,636"
1508,3264,10/13/2000,The Ladies Man,11000000,13719474,"$13,592,872"
1509,3524,10/13/2000,The Contender,9000000,17804273,"$17,804,273"
1510,3983,10/13/2000,Billy Elliot,5000000,109273197,"$21,995,263"
1511,4410,10/13/2000,Just Looking,3000000,39852,"$39,852"
1512,1137,10/20/2000,Bedazzled,48000000,90376224,"$37,879,996"
1513,1364,10/20/2000,Pay it Forward,40000000,55696705,"$33,508,922"
1514,2497,10/20/2000,The Yards,20000000,2282710,"$882,710"
1515,4552,10/20/2000,The Legend of Drunken Master,2000000,11546543,"$11,546,543"
1516,752,10/27/2000,Lucky Numbers,65000000,10014234,"$10,014,234"
1517,2264,10/27/2000,The Little Vampire,22000000,13555988,"$13,555,988"
1518,2849,10/27/2000,Book of Shadows: Blair Witch 2,15000000,47721314,"$26,421,314"
1519,3948,10/27/2000,A Room for Romeo Brass,5250000,20097,"$20,097"
1520,5340,10/27/2000,George Washington,42000,342722,"$241,816"
1521,5030,10/31/2000,Mercy Streets,600000,173599,"$173,599"
1522,1065,11/2/2000,The Beach,50000000,39778599,"$39,778,599"
1523,2346,11/2/2000,The Tigger Movie,20000000,96147688,"$45,542,421"
1524,3036,11/2/2000,Snow Day,13000000,62452927,"$60,008,303"
1525,5235,11/2/2000,Trois,200000,1161843,"$1,161,843"
1526,1057,11/8/2000,The Replacements,50000000,50054511,"$44,737,059"
1527,1356,11/8/2000,Autumn in New York,40000000,90717684,"$37,752,931"
1528,1374,11/8/2000,Bless the Child,40000000,40435694,"$29,374,178"
1529,3437,11/8/2000,Cecil B. Demented,10000000,1953882,"$1,276,984"
1530,3793,11/8/2000,Aimée & Jaguar,6800000,927107,"$927,107"
1531,253,11/17/2000,How the Grinch Stole Christmas,123000000,345141403,"$260,044,825"
1532,484,11/17/2000,The 6th Day,82000000,96024898,"$34,543,701"
1533,1557,11/17/2000,Bounce,35000000,53425292,"$36,805,288"
1534,1731,11/17/2000,Rugrats in Paris,30000000,103284813,"$76,501,438"
1535,456,11/22/2000,102 Dalmatians,85000000,66941559,"$66,941,559"
